0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 

0.0722736 0.00035804 0.183429 0.00035804 0.0722736 0.00035804 0.175801 0.00035804 0.0722736 0.00035804 0.171122 0.00035804 0.0722736 0.00035804 0.177689 0.00035804 

0.000438378 0.000438378 0.000438378 0.000438378 0.290162 0.00143577 0.697953 0.00143831 0.000438378 0.000438378 0.000438378 0.000438378 0.00163609 0.000438378 0.002991 0.000438378 

0.00021561 0.000152283 0.000528649 0.000152283 0.142712 0.000152283 0.8501 0.000152283 0.00021561 0.000152283 0.000530722 0.000152283 0.000804687 0.000152283 0.00367474 0.000152283 

0.000158495 0.000148615 0.000559664 0.000148615 0.104908 0.000148615 0.887843 0.000148615 0.000158495 0.000148615 0.000564469 0.000148615 0.000591526 0.000148615 0.00402764 0.000148615 

0.000146866 0.000146866 0.000585527 0.000146866 0.0762102 0.000146866 0.91635 0.000146866 0.000146866 0.000146866 0.000593296 0.000146866 0.000429714 0.000146866 0.00436248 0.000146866 

0.00013027 0.00013027 0.000604819 0.00013027 0.0185395 0.00013027 0.9743 0.00013027 0.00013027 0.00013027 0.00061468 0.00013027 0.00013027 0.00013027 0.00450806 0.00013027 

