0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 

0.000501008 0.000501008 0.123846 0.123898 0.000501008 0.000501008 0.000675954 0.000501008 0.000501008 0.000501008 0.124558 0.12267 0.000501008 0.000501008 0.000501008 0.000501008 0.000501008 0.000501008 0.123919 0.125132 0.000501008 0.000501008 0.000501008 0.000501008 0.000501008 0.000501008 0.11969 0.124088 0.000501008 0.000501008 0.000501008 0.000501008 

0.00128425 0.00128425 0.31746 0.317592 0.00128425 0.00128425 0.0017327 0.00128425 0.000310013 0.000299549 0.0564213 0.000299549 0.000360683 0.000299549 0.000342019 0.000299549 0.00069523 0.00035267 0.137265 0.0935083 0.000681397 0.0003793 0.000658053 0.00043856 0.000299549 0.000299549 0.0620877 0.000299549 0.000299549 0.000299549 0.000299549 0.000299549 

0.000219107 0.000219107 0.553435 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.0975446 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.235984 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 0.106902 0.000219107 0.000219107 0.000219107 0.000219107 0.000219107 

0.00525949 0.00525949 0.00591096 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.041767 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 0.799797 0.00525949 0.00525949 0.00525949 0.00525949 0.00525949 

0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00134877 0.00113386 0.0107585 0.00113386 0.00126921 0.00113386 0.00131743 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.00113386 0.0092575 0.00113386 0.929698 0.00113386 0.00950368 0.00113386 0.00963451 0.00113386 

0.000115423 0.000115423 0.00119587 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.0112994 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.00119701 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 0.983076 0.000115423 0.000115423 0.000115423 0.000115423 0.000115423 

