0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 

0.18886 0.00035312 0.0593716 0.00035312 0.18886 0.00035312 0.0615637 0.00035312 0.18886 0.00035312 0.0605264 0.00035312 0.18886 0.00035312 0.0602717 0.00035312 

0.558383 0.00104403 0.175538 0.00104403 0.000345503 0.000345503 0.000345503 0.000345503 0.20761 0.000345503 0.0529267 0.000345503 0.000345503 0.000345503 0.000345503 0.000345503 

0.682917 0.00127688 0.214687 0.00127688 0.000142921 0.000142921 0.000142921 0.000142921 0.0768282 0.000142921 0.0215845 0.000142921 0.000142921 0.000142921 0.000142921 0.000142921 

0.82046 0.000140395 0.0785148 0.000140395 0.000171707 0.000140395 0.000140395 0.000140395 0.0923018 0.000140395 0.00697565 0.000140395 0.000171707 0.000140395 0.000140395 0.000140395 

0.881775 0.000150887 0.0843824 0.000150887 0.000125592 0.000125592 0.000125592 0.000125592 0.0297332 0.000125592 0.00255154 0.000125592 0.000125592 0.000125592 0.000125592 0.000125592 

0.938757 0.00012441 0.0273466 0.00012441 0.000133708 0.00012441 0.00012441 0.00012441 0.0316546 0.00012441 0.000730718 0.00012441 0.000133708 0.00012441 0.00012441 0.00012441 

