0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 

0.191704 0.000358437 0.0574485 0.000358437 0.191704 0.000358437 0.0593466 0.000358437 0.191704 0.000358437 0.0500929 0.000358437 0.191704 0.000358437 0.0634283 0.000358437 

0.00690469 0.00387934 0.00387934 0.00387934 0.00387934 0.00387934 0.00387934 0.00387934 0.795513 0.00387934 0.147151 0.00387934 0.00387934 0.00387934 0.00387934 0.00387934 

0.00809261 0.000136964 0.00136254 0.000136964 0.00454676 0.000136964 0.00140756 0.000136964 0.932377 0.000136964 0.0450663 0.000136964 0.00454676 0.000136964 0.00150437 0.000136964 

0.00839816 0.000121271 0.000423733 0.000121271 0.00471844 0.000121271 0.000452197 0.000121271 0.967582 0.000121271 0.0122206 0.000121271 0.00471844 0.000121271 0.000516537 0.000121271 

0.00165087 0.00165087 0.00165087 0.00165087 0.00165087 0.00165087 0.00165087 0.00165087 0.968281 0.00165087 0.0086072 0.00165087 0.00165087 0.00165087 0.00165087 0.00165087 

0.00168806 0.000119491 0.000505865 0.000119491 0.00168806 0.000119491 0.000522579 0.000119491 0.990093 0.000119491 0.00229975 0.000119491 0.00168806 0.000119491 0.000558521 0.000119491 

