0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 0.0625 

0.00333597 0.234777 0.00152047 0.00152047 0.00333597 0.207678 0.00152047 0.00152047 0.00333597 0.261459 0.00152047 0.00152047 0.00333597 0.270578 0.00152047 0.00152047 

0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 0.0109906 0.895536 0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 0.00667671 

0.000118494 0.00717268 0.000118494 0.000118494 0.000118494 0.00717538 0.000118494 0.000118494 0.000118494 0.976982 0.000118494 0.000118494 0.000118494 0.00724828 0.000118494 0.000118494 

0.00524387 0.12148 0.00524387 0.00524387 0.00524387 0.00524387 0.00524387 0.00524387 0.00524387 0.805106 0.00524387 0.00524387 0.00524387 0.00524387 0.00524387 0.00524387 

0.00242341 0.0561407 0.00242341 0.00242341 0.000143089 0.000143089 0.000143089 0.000143089 0.00593278 0.917696 0.00581157 0.00600421 0.000143089 0.000143089 0.000143089 0.000143089 

0.000427781 0.0697651 0.000427781 0.000427781 0.000427781 0.000427781 0.000427781 0.000427781 0.000427781 0.924246 0.000427781 0.000427781 0.000427781 0.000427781 0.000427781 0.000427781 

