0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 0.03125 

0.00043237 0.00043237 0.123261 0.123942 0.00043237 0.00043237 0.00123658 0.000449691 0.00043237 0.00043237 0.124108 0.123791 0.00043237 0.00043237 0.00043237 0.00043237 0.00043237 0.00043237 0.123521 0.124356 0.00043237 0.00043237 0.00043237 0.00043237 0.00043237 0.00043237 0.121759 0.124063 0.00043237 0.00043237 0.00043237 0.00043237 

0.00110995 0.00110995 0.316428 0.318176 0.00110995 0.00110995 0.00317445 0.00115441 0.000299991 0.000299991 0.0563007 0.000299991 0.00031173 0.000299991 0.000299991 0.000299991 0.000600871 0.000304805 0.137025 0.0930659 0.000588916 0.00032782 0.00056874 0.000379037 0.000299991 0.000299991 0.0632543 0.000299991 0.000299991 0.000299991 0.000299991 0.000299991 

0.000189952 0.000189952 0.549231 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.0973127 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.238063 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 0.110075 0.000189952 0.000189952 0.000189952 0.000189952 0.000189952 

0.00453214 0.00453214 0.00505487 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.0979348 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 0.765578 0.00453214 0.00453214 0.00453214 0.00453214 0.00453214 

0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00119786 0.00116861 0.0259996 0.00116861 0.00116861 0.00116861 0.00117003 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00116861 0.00822176 0.00116861 0.917199 0.00116861 0.00844039 0.00116861 0.00855659 0.00116861 

0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.00582924 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.000986926 0.0125963 0.000986926 0.928009 0.000986926 0.0132751 0.000986926 0.0136431 0.000986926 

