4,3.42058
5,3.22738
5,3.22738
5,3.22738
4,2.41556
9,1.37158
11,2.16097
11,2.16097
15,1.62194
7,3.37017
7,1.35455
7,1.83411
7,1.83411
7,1.83411
10,1.29312
3,1.69482
1,1.03724
18,1.30872
17,1.05939
18,3.75249
18,3.75249
26,1.44753
5,1.33727
8,2.67735
1,2.29533
1,2.29533
3,1.01088
3,1.01088
3,2.32278
4,1.07486
5,1.47455
6,2.29134
6,1.19515
9,2.14672
9,1.93229
9,3.36225
10,3.81337
23,2.89243
5,2.37242
1,1.58929
6,3.146
23,1.13093
22,1.28843
15,0.991552
2,0.93642
4,1.53577
8,1.29997
4,3.04033
10,1.79348
10,1.03274
8,0.997823
5,2.11698
13,2.62905
13,2.62905
6,0.95555
5,3.35873
14,1.95399
14,1.95399
16,3.28539
23,1.36176
13,1.40029
7,1.64764
7,1.31601
7,1.14603
6,1.35722
4,1.31417
4,1.31417
1,1.39229
1,1.2796
1,1.2796
5,2.02095
10,1.0694
22,1.26932
10,0.935343
5,1.1678
27,1.36131
30,3.38515
30,3.38515
6,1.70412
3,1.62859
5,2.25248
9,1.078
17,3.84152
11,2.73635
19,1.31368
11,2.73635
29,1.28429
8,1.49085
8,1.49085
14,1.19923
8,1.03572
6,0.951418
6,0.951418
22,0.955417
12,2.52902
4,3.93767
24,2.02168
22,1.82151
19,1.23442
12,0.994233
4,3.58701
7,1.11546
8,1.07864
17,1.16223
3,2.30256
4,2.3163
7,1.25334
14,1.2498
14,1.2498
7,3.08386
10,1.44019
21,1.10732
21,1.10732
17,2.08889
8,3.36238
18,2.2496
7,2.73213
6,2.24357
7,2.00812
3,3.01474
3,3.01474
6,1.29109
8,1.372
8,1.372
12,2.8881
14,1.39931
13,2.03351
7,3.57258
5,1.16491
5,2.62443
5,1.16491
3,1.60118
5,1.16491
3,1.60118
9,1.27072
9,1.27072
7,1.26829
13,2.76626
13,2.76626
11,2.33463
6,3.92144
11,2.73489
11,2.73489
12,3.9075
3,1.66445
7,1.0797
8,3.91431
6,2.35434
7,1.98412
7,1.98412
8,1.47449
16,3.25708
14,2.69671
9,1.10875
5,1.12058
6,1.16284
6,1.9649
5,1.42014
6,2.23415
9,1.65188
7,2.14944
2,1.2928
2,1.2928
3,1.39141
7,1.61576
6,1.15984
24,1.3712
4,3.03451
5,1.99944
13,2.27815

