19,1.98036
15,2.02355
4,0.941614
6,1.57559
23,1.87146
23,1.87146
10,0.958965
24,1.04476
18,2.04531
18,2.04531
12,1.95587
24,1.44213
26,1.44684
16,1.61291
23,1.15254
11,1.10007
15,1.04136
18,2.23962
29,2.64889
11,1.19384
19,1.59998
23,2.82615
20,1.17188
19,1.79456
20,1.17188
15,1.3717
11,1.11571
19,1.78542
10,1.27198
10,0.947431
10,0.947431
14,1.57135
11,1.91215
5,1.59109
16,0.982968
1,1.53991
18,1.38133
10,1.0288
8,1.58507
16,1.54264
7,0.959731
12,1.67725
12,1.67725
8,1.29997
17,1.00596
10,1.13436
10,1.13436
21,1.59567
17,1.26893
12,1.89018
19,2.23585
16,0.970637
14,2.50853
13,1.5894
13,1.09914
12,1.11525
9,1.03383
9,1.03383
9,1.35401
9,1.03383
8,1.75198
11,1.24273
11,1.24273
11,1.24273
20,1.13136
20,1.13136
20,1.7527
20,1.7527
15,1.56343
24,1.78994
28,1.59092
27,1.48422
6,1.66361
6,1.66361
32,1.37118
32,1.37118
28,1.04957
7,2.24339
27,1.49888
28,0.987655
27,1.41025
27,1.41025
27,1.41025
23,1.25657
23,1.25657
16,3.3939
7,2.2661
13,1.58986
11,1.23722
1,2.27088
5,1.2066
8,2.73803
8,1.20297
10,1.45949
12,1.37842
7,1.16951
7,1.16951
15,1.05552
17,1.02924
18,1.30872
11,2.08496
21,1.55467
21,1.5919
10,1.18513
19,1.06256
21,0.999093
16,1.40734
24,1.46566
23,1.29377
24,1.26952
20,1.03633
16,1.46708
10,0.983657
20,0.944524
10,0.983657
10,0.983657
10,1.20474
6,1.2747
6,1.293
9,1.28185
9,1.28185
26,1.44753
13,1.51205
29,1.76223
9,1.35096
26,1.30873
30,0.974258
22,1.64325
14,1.58066
23,1.15465
27,1.7445
35,1.36195
35,1.36195
33,1.5709
16,2.15612
29,1.14612
31,1.04998
33,1.58471
30,1.72337
15,1.20111

