13,1.51802
16,1.58291
20,1.13676
23,2.0912
13,3.01883
10,1.61013
10,1.61013
21,1.56984
16,1.17287
16,1.23319
16,2.73941
19,1.16947
17,1.33044
17,1.17129
14,1.4757
13,1.28069
14,2.06256
10,1.15674
15,1.15267
16,3.32709
15,1.15267
15,1.15267
12,1.61724
13,1.35998
13,1.35998
8,3.31241
8,3.31241
8,1.0948
7,2.14944
5,1.33151
2,1.0636
8,1.69698
10,0.9533
11,1.07977
11,1.03916
13,0.924335
15,1.36842
7,1.16649
11,2.29409
10,2.57439
19,3.62624
6,1.54635
22,1.90726
18,1.97328
11,2.68167
16,1.14953
16,1.17644
19,1.41671
17,1.16957
22,1.18488
14,1.37795
27,2.11177
14,1.37795
11,1.18975
21,3.28751
22,1.08354
19,1.23731
13,2.08116
8,1.12523
8,1.12523
16,2.76267
11,1.34823
4,2.39887
13,2.27815
11,1.50991
19,3.21901
22,3.92183
22,3.92183
25,1.22706
25,1.22706
34,0.939934
34,0.939934
10,1.61705
14,2.44532
21,1.66161
14,2.44532
23,1.23172
20,3.20016
20,1.14974
17,2.33855
17,2.33855
9,3.71606
12,2.76581
17,2.33855
17,2.33855
15,2.23518
11,1.67558
12,1.69565
12,1.69565
10,1.86251
4,2.64836
23,1.62445
8,1.20248
21,1.26488
18,1.15752
15,1.07673
15,2.78065
15,1.57783
15,1.57783
14,1.68666
4,1.44175
4,1.34403
4,1.34403
11,3.03145
11,3.03145
15,0.934209
19,3.90216
24,1.5058
10,2.38659
14,2.33631
9,1.27072
18,3.19323
9,1.48286
11,2.48145
17,1.16153
27,1.20066
20,1.18167
34,0.925411
25,1.70384
19,2.96289
3,1.62859
10,1.01125
14,0.974496
25,1.57637
25,0.931157
20,2.52124
27,2.50966
28,1.14753
29,1.28429
25,1.24508
22,1.10543
32,1.17132
31,1.39303
29,1.04738
10,1.2316
31,3.20266
12,1.12515
21,0.956244
6,1.76881
10,1.01645
11,0.970279
9,1.22532
18,2.19123
29,3.03497
19,1.01125
23,3.29961
10,1.00017
21,1.01109
12,1.17851
33,1.45819
13,1.67205
33,1.09802
33,1.45819
12,2.52902
30,1.65178
31,1.37618
29,1.01914
14,1.02787
21,2.63344
16,1.03487
12,1.10774
24,2.02168
9,1.01162
15,0.953607
29,2.52684
19,2.39435
26,1.4847
22,1.82151
10,2.4434
10,2.4434
12,0.994233
8,1.31997
9,1.62513
9,1.62513
9,1.02277
6,1.07431
6,1.07431
10,1.05484
3,1.51205
14,1.98113
9,1.00367
18,2.88515
18,2.88515
23,2.0706
23,0.992661
23,2.0706
23,1.07387
22,1.25998
22,1.25998
25,1.22585
25,1.22585
28,1.20154
29,1.05758
13,1.29515
11,1.20413
19,2.07107
19,2.07107
21,1.25907
15,2.00259
21,1.25907
21,1.25907
23,1.36176
26,1.30331
16,3.09264
25,1.22499
20,1.00815
24,1.68393
9,1.46215
20,1.97513
28,1.34962
26,0.954595
17,1.47695
18,1.54507
18,1.38262
18,1.14045
12,1.06111
9,1.63129
20,1.2188
20,1.21361
6,1.3718
5,1.54604
5,0.981007
5,0.981007
6,1.6724
8,1.10018
3,1.04896
10,1.9818
12,1.29899
13,1.20281
9,0.984564
14,1.8472
16,1.98187
18,1.5666
18,1.5666
18,1.40878
12,0.982726
9,0.981245
12,1.09091
13,1.34459
21,1.10161
21,0.959241
22,1.19359
7,0.972217
6,1.3379
6,1.3379
5,1.66186
20,1.51089
12,1.06746
12,1.06746
12,1.06746
8,1.62798
14,2.50692
9,1.03772
7,0.988786
13,1.30137
7,2.4859
7,2.4859
21,2.08287
12,1.18238
15,1.97478
3,1.78972
23,1.74329
23,2.17707
23,2.17707
15,3.09038
25,1.30204
26,1.70513
4,1.35544
5,1.84418
27,1.36131
26,1.17694
25,1.71317
25,1.71317
25,1.71317
14,1.47151
32,1.46933
32,1.46933
17,1.09403
6,1.19515
7,0.987895
10,1.67544
10,1.67544
10,1.67544
20,2.73588
10,0.993267
23,1.48593
14,1.20213
13,1.09621
19,1.55512
26,2.51902
23,2.89243
20,1.33676
20,1.33676
20,1.08053
20,1.14601
