0.506789, 0.493211, 0.214224 :297
0.549297, 0.450703, 0.127685 :296
0.509614, 0.490386, 0.210669 :299
0.549357, 0.450643, 0.11984  :287

avrg:
0.5285,0.475,0.17648

0.509541, 0.490459, 0.425206
0.509704, 0.490296, 0.435003
